title,proposer,postedDate,status,admin,closedDate,lifespan,comments,dynasty
"A faster way to win","Bucky","17 Aug  2008 17:58:00","Failed","Clucky","20 Aug 2008  08:06:00",62,9,57
"What is Being Debated?","Qapmoc","21 Aug  2008 00:09:01","Enacted","arthexis","24 Aug 2008  19:55:14",91,5,57
"Donations","Qapmoc","21 Aug  2008 00:36:00","Enacted","arthexis","24 Aug 2008  20:07:37",91,6,57
"Party Basics","Ambi Valent","22 Aug  2008 01:03:00","Failed","arthexis","24 Aug 2008  20:13:25",67,9,57
"Raising the stakes","Ambi Valent","22 Aug  2008 19:35:00","Enacted","Amnistar","25 Aug 2008  08:18:51",60,3,57
"Underhanded Campaign Tactics","arthexis","25 Aug  2008 03:26:00","Enacted","arthexis","26 Aug 2008  20:18:20",40,10,57
"One is enough","Ambi Valent","25 Aug  2008 17:38:00","Enacted","arthexis","27 Aug 2008  17:45:49",48,4,57
"Money From Abroad","Qapmoc","25 Aug  2008 21:55:01","Enacted","arthexis","27 Aug 2008  17:48:35",43,4,57
"Impeachment","Ambi Valent","26 Aug  2008 00:25:01","Vetoed","arthexis","27 Aug 2008  22:02:51",45,4,57
"I am Corruption","arthexis","27 Aug  2008 03:22:01","Failed","arthexis","28 Aug 2008  15:29:51",36,15,57
"My name is Arthexis, and I approve this message","arthexis","28 Aug  2008 00:50:00","Enacted","Darknight","30 Aug 2008  12:37:53",59,8,57
"Anyone who votes on this wonâ€™t auto-idle in four days","Bucky","02 Sep  2008 02:18:00","Failed","Darknight","04 Sep 2008  01:16:40",46,7,57
"You gotta walk the walk even if you canâ€™t talk the talk","arthexis","02 Sep  2008 16:00:00","Failed","Darknight","04 Sep 2008  01:19:45",33,13,57
"Sharing the love","Qapmoc","02 Sep  2008 18:21:00","Failed","Oze","04 Sep 2008  12:13:13",41,5,57
"Sharing the Love: Admins Fear Not","Qapmoc","02 Sep  2008 22:26:00","Failed","Darknight","04 Sep 2008  22:10:36",47,9,57
"You gotta walk and talk even if you canâ€™t chalk the balk","arthexis","03 Sep  2008 03:10:00","Enacted","Oze","05 Sep 2008  12:08:41",56,9,57
"Endorsements are important","Ambi Valent","03 Sep  2008 19:40:00","Failed","?","05 Sep 2008  19:11:34",47,10,57
"The Unwashed Masses","arthexis","04 Sep  2008 15:49:00","Failed","?","06 Sep 2008  11:29:38",43,7,57
"It went so fast","Ambi Valent","04 Sep  2008 19:05:00","Failed","Darknight","06 Sep 2008  15:42:23",44,8,57
"Use it or lose it","arthexis","05 Sep  2008 23:06:01","Vetoed","arthexis","06 Sep 2008  17:15:54",18,4,57
"Sharing the love: Again","Qapmoc","05 Sep  2008 23:29:01","Enacted","Oze","07 Sep 2008  09:52:19",34,6,57
"Conventions, I need some clarity","Qapmoc","06 Sep  2008 01:51:00","Enacted","arthexis","07 Sep 2008  19:17:49",41,11,57
"Unclog the queue","Ambi Valent","06 Sep  2008 12:50:00","Failed","arthexis","07 Sep 2008  19:06:18",30,13,57
"Express VETO Proposals","arthexis","06 Sep  2008 22:10:00","Enacted","arthexis","09 Sep 2008  08:53:28",58,16,57
"Why donâ€™t you like Free T-Shirts?","arthexis","07 Sep  2008 00:16:00","Enacted","arthexis","09 Sep 2008  08:57:03",56,6,57
"Malformed Promise Protection","Bucky","07 Sep  2008 00:43:01","Enacted","Darknight","09 Sep 2008  12:44:20",60,9,57
"The Big Red Buttom","Clucky","08 Sep  2008 15:57:00","Illegal","arthexis","08 Sep 2008  11:40:15",4,2,57
"Can you tell Iâ€™m angry?","Ambi Valent","09 Sep  2008 19:49:00","Failed","Oze","09 Sep 2008  13:18:35",6,3,57
"No business like showbusiness","Ambi Valent","09 Sep  2008 22:13:01","Failed","Darknight","10 Sep 2008  14:49:04",16,6,57
"Nothing","Qapmoc","10 Sep  2008 08:21:00","Vetoed","Amnistar","10 Sep 2008  14:47:30",6,1,57
"Everyone needs a motto","Qapmoc","10 Sep  2008 21:39:01","Illegal","?","10 Sep 2008  16:31:36",5,0,57
"Everybody needs a motto","Qapmoc","12 Sep  2008 00:43:00","Failed","Darknight","14 Sep 2008  12:04:18",59,8,57
"Last minute agenda?","Qapmoc","12 Sep  2008 14:44:01","Enacted","Darknight","14 Sep 2008  12:06:47",45,7,57
"Remove foot from mouth","Bucky","14 Sep  2008 03:26:00","Enacted","arthexis","15 Sep 2008  22:19:58",42,4,57
"Proposal: spbm wins","SPBM","14 Sep  2008 17:49:00","Illegal","?","14 Sep 2008  16:24:39",1,1,57
"Landslide?","Bucky","15 Sep  2008 20:01:00","Enacted","Darknight","16 Sep 2008  01:32:10",5,12,57
"Darknight has no Good Intentions","arthexis","17 Sep  2008 10:04:00","Failed","arthexis","17 Sep 2008  12:39:33",2,5,57
"Good Intentions my foot =P","Darknight","17 Sep  2008 18:09:00","Enacted","Darknight","17 Sep 2008  23:15:41",5,6,57
"On an unrelated topic","arthexis","17 Sep  2008 19:45:01","Enacted","Darknight","18 Sep 2008  00:23:49",4,6,57
"I want a purple Dragon","arthexis","20 Sep  2008 03:15:00","Enacted","Oze","21 Sep 2008  13:04:05",33,9,58
"And I want Cookies too!","arthexis","20 Sep  2008 03:42:00","Enacted","Oze","21 Sep 2008  13:16:22",33,10,58
"Each dragon wears chainmail","SPBM","20 Sep  2008 10:22:00","Vetoed","?","20 Sep 2008  18:02:16",7,9,58
"I donâ€™t want cookies. I want more Cookies","Qapmoc","20 Sep  2008 11:16:00","Failed","Darknight","22 Sep 2008  11:13:46",47,10,58
"Now turn and cough","Darknight","20 Sep  2008 19:06:00","Enacted","Oze","22 Sep 2008  13:03:12",41,7,58
"Training Day","Ambi Valent","20 Sep  2008 19:38:00","Enacted","Oze","22 Sep 2008  13:09:29",41,6,58
"Letâ€™s have some color!","Bucky","21 Sep  2008 04:12:00","Enacted","Oze","23 Sep 2008  07:55:22",51,6,58
"More stats!Â  More fun!","Bucky","22 Sep  2008 00:40:00","Enacted","arthexis","23 Sep 2008  23:18:07",46,7,58
"Dragon-sized Pack","arthexis","22 Sep  2008 05:20:00","Enacted","?","23 Sep 2008  23:26:43",42,5,58
"Move it or lose it","arthexis","22 Sep  2008 05:46:00","Enacted","?","24 Sep 2008  19:47:33",62,8,58
"I am a Breeder After all","Qapmoc","22 Sep  2008 13:00:01","Failed","?","24 Sep 2008  20:07:27",55,8,58
"Letâ€™s have some variety","Rodney","22 Sep  2008 16:28:00","Failed","?","24 Sep 2008  20:08:15",51,9,58
"Andâ€¦ Action!","Ambi Valent","22 Sep  2008 23:10:01","Failed","?","24 Sep 2008  20:09:11",44,5,58
"Time for a workout","Bucky","24 Sep  2008 03:02:00","Enacted","arthexis","25 Sep 2008  13:08:43",34,11,58
"Fighting is also about breaking stuff","arthexis","24 Sep  2008 06:30:00","Enacted","?","26 Sep 2008  01:06:25",42,6,58
"Fixing a typo","Amnistar","24 Sep  2008 10:40:00","Enacted","?","26 Sep 2008  09:10:54",46,6,58
"Towards a larger cookie jar","Bucky","24 Sep  2008 21:03:01","Enacted","?","26 Sep 2008  14:05:47",41,11,58
"A Challenging Proposal","arthexis","25 Sep  2008 20:16:01","Enacted","arthexis","28 Sep 2008  13:00:18",64,8,58
"Adding more stuff","arthexis","26 Sep  2008 08:29:01","Vetoed","Darknight","26 Sep 2008  12:08:31",3,3,58
"The Ultimate Challenge","Bucky","26 Sep  2008 15:20:00","Enacted","Darknight","28 Sep 2008  15:25:55",48,8,58
"Fixed Stuff","arthexis","26 Sep  2008 20:44:00","Enacted","Darknight","28 Sep 2008  16:23:40",43,10,58
"Better living through compound interest","arthexis","28 Sep  2008 20:02:00","Enacted","arthexis","30 Sep 2008  15:06:47",43,6,58
"A challenge is not  challenge unless it says so","arthexis","29 Sep  2008 02:44:01","Failed","?","30 Sep 2008  15:12:24",36,6,58
"I got my (dragonâ€™s) mojo workinâ€™","Rodney","29 Sep  2008 14:38:00","Enacted","Darknight","01 Oct 2008  21:29:31",54,7,58
"Challenge Compliance","Bucky","29 Sep  2008 22:01:00","Enacted","Darknight","01 Oct 2008  21:39:34",47,6,58
"The Weight Room is not located in the Arena.","Bucky","29 Sep  2008 22:05:00","Vetoed","?","29 Sep 2008  19:19:51",2,8,58
"Rewards where duel","Bucky","30 Sep  2008 02:20:00","Enacted","Darknight","01 Oct 2008  21:46:59",43,7,58
"Ready to rumble?","arthexis","30 Sep  2008 22:13:00","Enacted","Darknight","03 Oct 2008  10:59:20",60,7,58
"Betting: we all like a little flurish on the dragons","SPBM","30 Sep  2008 22:20:01","Failed","Darknight","03 Oct 2008  11:03:04",60,8,58
"Down and out","Darknight","01 Oct  2008 02:16:00","Vetoed","Darknight","01 Oct 2008  11:44:58",9,11,58
"The Blown Ultimatum","arthexis","01 Oct  2008 06:06:00","Failed","Darknight","03 Oct 2008  11:10:11",53,8,58
"Itâ€™s a gamblerâ€™s world.","Joe","01 Oct  2008 20:42:00","Failed","Darknight","03 Oct 2008  11:12:04",38,4,58
"Itâ€™s a gamblerâ€™s world v1.1","Joe","01 Oct  2008 22:57:01","Failed","?","03 Oct 2008  21:04:00",46,5,58
"Why We Fight","Bucky","02 Oct  2008 22:26:00","Failed","?","05 Oct 2008  11:39:10",61,7,58
"Betting, part I","Qapmoc","03 Oct  2008 10:58:00","Failed","?","05 Oct 2008  11:41:18",48,5,58
"Move it Two","arthexis","03 Oct  2008 22:28:00","Enacted","arthexis","05 Oct 2008  19:07:36",44,7,58
"Move it Further","arthexis","05 Oct  2008 18:37:01","Enacted","Rodney","09 Oct 2008  13:05:28",90,3,58
"Betting v1.01","Qapmoc","05 Oct  2008 19:17:00","Failed","Rodney","09 Oct 2008  13:07:58",89,8,58
"Rank without the VC","Bucky","06 Oct  2008 00:25:01","Failed","Rodney","09 Oct 2008  13:08:39",84,1,58
"Beating a dead dragon","Bucky","06 Oct  2008 00:31:01","Enacted","Rodney","09 Oct 2008  13:10:10",84,5,58
"Tournaments","Rodney","09 Oct  2008 20:15:00","Enacted","Rodney","12 Oct 2008  05:38:23",57,8,58
"Patching a last-second loophole.","Rodney","12 Oct  2008 12:52:00","Enacted","Rodney","13 Oct 2008  05:40:39",16,5,58
"Odd eggs out","Bucky","12 Oct  2008 22:39:00","Enacted","Rodney","13 Oct 2008  13:53:21",15,4,58
"Reducing the size of the devilâ€™s playground","Rodney","13 Oct  2008 20:44:00","Failed","Rodney","15 Oct 2008  09:39:15",36,9,58
"Fix","Rodlen","15 Oct  2008 19:43:00","Vetoed","Rodney","17 Oct 2008  05:11:09",33,2,58
"More Metadynasty Rules","Rodlen","15 Oct  2008 20:01:00","Vetoed","Rodney","17 Oct 2008  05:11:42",33,6,58
"A New Beginning","Bucky","17 Oct  2008 05:22:01","Enacted","Yoda","17 Oct 2008  21:23:34",16,14,59
"Back to the Basics","Bucky","17 Oct  2008 15:51:00","Enacted","Rodney","19 Oct 2008  14:24:59",46,16,59
"This is a proposal for stuff","Rodlen","17 Oct  2008 17:45:01","Enacted","Rodney","19 Oct 2008  14:31:36",44,9,59
"Physical Dueling","Rodlen","17 Oct  2008 17:52:01","Failed","Rodney","19 Oct 2008  14:33:49",44,9,59
"Fair Training","arthexis","18 Oct  2008 03:50:00","Failed","Rodney","19 Oct 2008  14:34:42",34,10,59
"Giving you a life to live","arthexis","18 Oct  2008 04:37:01","Enacted","Rodney","19 Oct 2008  14:35:40",33,10,59
"For the Clan!","Clucky","19 Oct  2008 00:27:00","Failed","Rodney","19 Oct 2008  14:40:10",14,11,59
"Honor Again","Yoda","20 Oct  2008 02:55:00","Enacted","Yoda","20 Oct 2008  21:05:17",18,10,59
"Grabtharâ€™s Hammer","spikebrennan","20 Oct  2008 15:46:00","Enacted","arthexis","21 Oct 2008  21:37:03",29,11,59
"Respect","Bucky","21 Oct  2008 01:30:00","Enacted","?","21 Oct 2008  22:14:08",20,12,59
"Amok Time","Kevan","21 Oct  2008 13:37:01","Failed","?","21 Oct 2008  22:22:03",8,16,59
"Way to gain and lose honor","Rodlen","21 Oct  2008 16:23:01","Failed","?","21 Oct 2008  22:27:43",6,7,59
"Respect is a fickle thing","arthexis","21 Oct  2008 19:40:00","Failed","Yoda","22 Oct 2008  15:42:17",20,25,59
"Honorable intentions","Bucky","21 Oct  2008 19:51:01","Vetoed","Yoda","21 Oct 2008  15:05:49",4,6,59
"Reincarnation","Rodlen","21 Oct  2008 22:53:00","Failed","Yoda","22 Oct 2008  15:43:35",16,12,59
"I love making stuff up","arthexis","22 Oct  2008 04:40:00","Failed","Yoda","22 Oct 2008  15:45:27",11,14,59
"Fixing Glossary","Rodlen","22 Oct  2008 05:27:00","Enacted","Yoda","22 Oct 2008  15:47:17",10,10,59
"Duel Core","Kevan","22 Oct  2008 13:23:00","Enacted","Kevan","24 Oct 2008  07:34:49",42,21,59
"The Upper Hand","Kevan","22 Oct  2008 13:27:00","Enacted","Kevan","24 Oct 2008  07:36:33",42,9,59
"A thing to cower behind","spikebrennan","22 Oct  2008 14:32:01","Failed","Kevan","24 Oct 2008  07:37:06",41,4,59
"Throwing down the gauntlet","Hello Sailor","22 Oct  2008 15:26:00","Failed","Kevan","24 Oct 2008  07:53:24",40,9,59
"Items: Baby steps","spikebrennan","22 Oct  2008 15:51:00","Failed","Rodney","24 Oct 2008  08:54:23",41,6,59
"Writing the unwritten (sub)-rule","Rodney","22 Oct  2008 17:24:01","Failed","Purplebeard","24 Oct 2008  14:05:35",44,17,59
"Cleaning up enactment","Rodney","22 Oct  2008 17:39:00","Failed","Purplebeard","24 Oct 2008  14:07:03",44,13,59
"Clan Mitosis","Bucky","22 Oct  2008 18:10:00","Enacted","Purplebeard","24 Oct 2008  14:10:35",44,9,59
"Health++","Clucky","22 Oct  2008 22:04:00","Failed","Purplebeard","24 Oct 2008  14:14:21",40,8,59
"What will happen at the end?","arthexis","22 Oct  2008 23:49:00","Enacted","Purplebeard","24 Oct 2008  14:16:05",38,12,59
"A lot of things","arthexis","23 Oct  2008 01:12:01","Failed","Purplebeard","24 Oct 2008  14:18:11",37,14,59
"Dishonorable Discharge","Purplebeard","23 Oct  2008 10:32:00","Failed","Kevan","25 Oct 2008  05:10:11",42,10,59
"Primitive Currency","Yoda","24 Oct  2008 03:23:00","Failed","Yoda","25 Oct 2008  11:11:19",31,16,59
"Extra Clans","Bucky","24 Oct  2008 03:30:01","Enacted","Yoda","25 Oct 2008  11:14:41",31,15,59
"Humility is for the Weak","Xaxyx","24 Oct  2008 15:30:01","Illegal","Rodney","24 Oct 2008  14:28:52",1,3,59
"Cowering, take 2","spikebrennan","24 Oct  2008 17:38:01","Enacted","Yoda","26 Oct 2008  11:48:06",42,9,59
"Just imagine I made a hilarious pun in this title","Purplebeard","24 Oct  2008 21:20:00","Enacted","Rodney","26 Oct 2008  18:02:57",44,14,59
"Making it to first-blood","arthexis","24 Oct  2008 22:06:01","Failed","Yoda","26 Oct 2008  13:41:36",39,6,59
"Time for a haircut.","Qapmoc","25 Oct  2008 12:16:00","Vetoed","Bucky","25 Oct 2008  09:52:15",2,3,59
"Making it kinda to first blood","arthexis","25 Oct  2008 16:44:01","Enacted","Yoda","27 Oct 2008  10:36:50",41,9,59
"Fixing Duels","Yoda","25 Oct  2008 18:05:00","Failed","Yoda","27 Oct 2008  10:37:19",40,7,59
"Inheritance and Ascension","Kevan","26 Oct  2008 10:29:01","Enacted","Yoda","28 Oct 2008  06:26:15",43,15,59
"Warm Fusion","Rodney","26 Oct  2008 13:55:00","Enacted","arthexis","28 Oct 2008  07:22:40",41,14,59
"Dodging Failure","Yoda","26 Oct  2008 16:03:00","Failed","Yoda","28 Oct 2008  10:57:56",42,8,59
"Unified Currency","Bucky","26 Oct  2008 18:01:00","Failed","Yoda","28 Oct 2008  12:14:28",42,7,59
"Your Dodge has a flat tire!","Clucky","26 Oct  2008 23:31:00","Enacted","Kevan","29 Oct 2008  06:40:55",55,10,59
"Rite of Passage","arthexis","27 Oct  2008 04:01:00","Enacted","?","29 Oct 2008  08:49:02",52,11,59
"Come home with your shield, or upon it.","spikebrennan","27 Oct  2008 17:20:00","Failed","Yoda","29 Oct 2008  12:51:50",43,10,59
"Duel to First-Blood *colon*","Bucky","28 Oct  2008 01:46:01","Enacted","?","29 Oct 2008  19:21:17",41,8,59
"Cosmetic changes to Barbarian Culture","arthexis","28 Oct  2008 20:15:00","Failed","arthexis","29 Oct 2008  19:26:39",23,12,59
"Ritual Fix","Yoda","29 Oct  2008 19:52:00","Enacted","?","30 Oct 2008  18:11:58",22,8,59
"Stop.Â  Hammertime!","spikebrennan","29 Oct  2008 21:21:01","Failed","Yoda","31 Oct 2008  15:22:45",42,14,59
"Barbarians need Culture, donâ€™t they?","arthexis","29 Oct  2008 21:53:01","Enacted","Yoda","31 Oct 2008  15:25:04",41,11,59
"Six isnâ€™t much higher than Five","Bucky","29 Oct  2008 21:57:01","Enacted","Yoda","31 Oct 2008  15:28:05",41,16,59
"And while weâ€™re on the subject","Bucky","30 Oct  2008 03:08:00","Enacted","Yoda","31 Oct 2008  15:36:57",36,11,59
"More Rites off the top of my hat","arthexis","30 Oct  2008 04:04:01","Failed","Yoda","31 Oct 2008  15:37:39",35,9,59
"Six isnÃ¢â‚¬â„¢t much higher than Five, but Ten is","Purplebeard","30 Oct  2008 14:10:01","Failed","Yoda","01 Nov 2008  09:05:05",42,10,59
"Yoda makes a good point","Purplebeard","31 Oct  2008 10:45:01","Enacted","Yoda","01 Nov 2008  14:40:38",27,8,59
"Sticky + Exclusivity","Yoda","31 Oct  2008 19:24:01","Failed","Rodney","02 Nov 2008  13:02:06",41,9,59
"Combat Glosary","arthexis","01 Nov  2008 02:56:00","Enacted","?","02 Nov 2008  22:13:42",43,5,59
"Be sure to rite this down","arthexis","01 Nov  2008 03:19:00","Vetoed","Yoda","01 Nov 2008  14:36:37",11,8,59
"Incentive to choose a clan","Bucky","01 Nov  2008 20:42:00","Enacted","Yoda","03 Nov 2008  07:00:59",34,10,59
"No really, there will be a test on friday","arthexis","01 Nov  2008 22:21:00","Failed","Yoda","03 Nov 2008  07:02:08",32,5,59
"For convenienceâ€™s sake","Bucky","03 Nov  2008 01:12:00","Enacted","?","03 Nov 2008  10:13:37",9,7,59
"Who needs Prometheus?","arthexis","03 Nov  2008 15:06:00","Enacted","Bucky","05 Nov 2008  10:49:13",43,7,59
"Incentive to Join a Riskier Duel","Yoda","03 Nov  2008 18:21:00","Enacted","Bucky","05 Nov 2008  12:03:55",41,9,59
"One Tradition per Proposal","SingularByte","03 Nov  2008 22:06:00","Enacted","Yoda","05 Nov 2008  12:46:28",38,11,59
"I bet my honor on that","arthexis","03 Nov  2008 23:26:00","Vetoed","Yoda","04 Nov 2008  12:52:56",13,10,59
"Because itâ€™s dishonorable","Bucky","04 Nov  2008 04:32:00","Enacted","Yoda","05 Nov 2008  12:49:00",32,9,59
"No need to take everything to a fight","SingularByte","04 Nov  2008 11:06:00","Enacted","Yoda","05 Nov 2008  12:50:57",25,9,59
"Half or Quarter","Yoda","04 Nov  2008 14:28:00","Enacted","Yoda","05 Nov 2008  12:52:53",22,8,59
"Keyword Cleanup","Bucky","04 Nov  2008 20:06:00","Enacted","Yoda","06 Nov 2008  06:39:07",34,6,59
"Swords for everyone!","Purplebeard","04 Nov  2008 20:41:00","Enacted","Yoda","06 Nov 2008  06:42:11",34,7,59
"Barbarians need comerce too","arthexis","05 Nov  2008 02:41:00","Failed","Purplebeard","06 Nov 2008  11:56:53",33,11,59
"Changing Your Mind About a Fight","SingularByte","05 Nov  2008 21:47:00","Failed","?","06 Nov 2008  13:15:52",15,6,59
"Constructivist Tendencies","arthexis","05 Nov  2008 21:50:00","Failed","?","06 Nov 2008  13:22:40",15,7,59
"Tradition Severity","SingularByte","05 Nov  2008 22:25:01","Failed","?","06 Nov 2008  13:32:05",15,4,59
"Punish Yoda Now!","Bucky","06 Nov  2008 18:49:01","Enacted","Yoda","07 Nov 2008  07:36:10",12,7,59
"Stepping Up","arthexis","06 Nov  2008 21:15:01","Enacted","arthexis","08 Nov 2008  16:44:01",43,5,59
"Withdrawing from fights, version 2","SingularByte","06 Nov  2008 21:36:01","Failed","?","08 Nov 2008  16:57:31",43,9,59
"Fix for withdrawing from fights","SingularByte","07 Nov  2008 08:01:00","Failed","?","08 Nov 2008  16:58:07",32,3,59
"Blood Atonement","spikebrennan","07 Nov  2008 20:08:00","Enacted","Yoda","09 Nov 2008  13:42:32",41,6,59
"Clan War","arthexis","08 Nov  2008 01:28:00","Failed","Yoda","09 Nov 2008  13:43:26",36,5,59
"Withdrawing, Take 3","Yoda","08 Nov  2008 02:38:01","Enacted","Yoda","09 Nov 2008  18:44:40",40,4,59
"Democratic War Council","arthexis","08 Nov  2008 18:15:00","Failed","?","09 Nov 2008  21:14:44",26,2,59
"Alt-Win","Bucky","09 Nov  2008 15:38:00","Enacted","Purplebeard","10 Nov 2008  10:33:11",18,6,59
"Arthexis, I Challenge You for the Crown!","Yoda","09 Nov  2008 18:34:00","Failed","Purplebeard","10 Nov 2008  10:35:29",16,12,59
"A little less conversation, a little more action","arthexis","10 Nov  2008 05:03:00","Failed","Yoda","11 Nov 2008  21:33:27",40,8,59
"Battle for the Title","Yoda","10 Nov  2008 14:59:00","Enacted","Yoda","12 Nov 2008  07:07:01",40,10,59
"This dynasty is about to end anyway","Purplebeard","11 Nov  2008 15:10:01","Enacted","Yoda","12 Nov 2008  07:11:17",16,7,59
"Running a Tighter Ship","Yoda","11 Nov  2008 20:31:00","Failed","Yoda","12 Nov 2008  13:02:43",16,7,59
"No healing while fighting","Bucky","11 Nov  2008 22:52:00","Enacted","Yoda","12 Nov 2008  13:04:19",14,6,59
"The Black Knight always Wins!","arthexis","14 Nov  2008 00:27:01","Enacted","Yoda","14 Nov 2008  06:15:47",5,7,59
"Remember the Milk","arthexis","15 Nov  2008 04:53:01","Failed","?","14 Nov 2008  21:56:32",6,2,60
"Every Good Story Needs a Plot","Yoda","15 Nov  2008 23:11:01","Failed","Yoda","15 Nov 2008  16:16:52",6,2,60
"Every Good Story Needs a GOOD Plot","Yoda","16 Nov  2008 00:17:00","Enacted","Yoda","16 Nov 2008  05:53:31",5,11,60
"places, everyone","spikebrennan","16 Nov  2008 01:54:00","Vetoed","Yoda","16 Nov 2008  05:44:06",3,9,60
